Rk,Player,ScoreURL,Games,GamesStarted,Yrs,PB,AP1,ApproxValue
1418,Nate Orchard,OrchNa00,18,12,2,0,0,5
1419,Niles Paul,PaulNi00,68,18,5,0,0,5
1420,Ryan Plackemeier,PlacRy20,43,0,3,0,0,5
1421,LaJuan Ramsey,RamsLa20,34,5,4,0,0,5
1422,Paul Richardson,RichPa01,31,6,3,0,0,5
1423,Eric Rowe,RoweEr00,25,12,2,0,0,5
1424,Stephen Schilling,SchiSt00,26,5,4,0,0,5
1425,Darell Scott,ScotDo99,33,5,3,0,0,5
1426,Mark Setterstrom,SettMa20,19,12,3,0,0,5
1427,Tajae Sharpe,SharTa00,16,10,1,0,0,5
1428,Sterling Shepard,ShepSt00,16,16,1,0,0,5
1429,Lawrence Sidbury,SidbLa99,50,0,6,0,0,5
1430,Za'Darius Smith,SmitZa00,28,4,2,0,0,5
1431,Austin Spitler,SpitAu99,55,0,4,0,0,5
1432,Montavious Stanley,StanMo20,33,6,4,0,0,5
1433,Craig Stevens,StevCr00,109,72,8,0,0,5
1434,Ed Stinson,StinEd00,29,5,3,0,0,5
1435,Maurice Stovall,StovMa00,81,12,7,0,0,5
1436,Sammie Stroughter,StroSa00,33,4,4,0,0,5
1437,Stevenson Sylvester,SylvSt99,50,2,4,0,0,5
1438,Jordan Todman,TodmJo00,61,3,6,0,0,5
1439,Levine Toilolo,ToilLe00,64,45,4,0,0,5
1440,Ryan Torain,ToraRy00,22,13,4,0,0,5
1441,Trevin Wade,WadeTr00,47,5,4,0,0,5
1442,Jihad Ward,WardJi02,16,13,1,0,0,5
1443,Trae Waynes,WaynTr00,30,10,2,0,0,5
1444,Kayvon Webster,WebsKa00,54,2,4,0,0,5
1445,Cody Wichmann,WichCo00,24,18,2,0,0,5
1446,Jamar Williams,WillJa21,54,3,5,0,0,5
1447,Tourek Williams,WillTo00,47,6,4,0,0,5
1448,David Wilson,WilsDa01,21,6,2,0,0,5
1449,Daryl Worley,WorlDa00,16,11,1,0,0,5
1450,Tavon Young,YounTa01,16,11,1,0,0,5
1451,Xavier Adibi,AdibXa99,44,8,5,0,0,4
1452,C.J. Ah You,AhYoC.00,33,3,3,0,0,4
1453,Walt Aikens,AikeWa00,46,5,3,0,0,4
1454,Jay Alford,AlfoJa99,36,3,3,0,0,4
1455,Jace Amaro,AmarJa00,17,4,2,0,0,4
1456,Eli Apple,ApplEl00,14,11,1,0,0,4
1457,Jonathan Baldwin,BaldJo00,33,11,3,0,0,4
1458,Ramses Barden,BardRa00,29,1,4,0,0,4
1459,Sam Barrington,BarrSa00,29,8,4,0,0,4
1460,John Beck,BeckJo00,9,7,2,0,0,4
1461,Vonn Bell,BellVo00,16,13,1,0,0,4
1462,Tony Bergstrom,BergTo00,40,4,3,0,0,4
1463,Lorenzo Booker,BookLo00,36,2,4,0,0,4
1464,Michael Bowie,BowiMi00,9,8,1,0,0,4
1465,Josh Boyd,BoydJo00,26,4,3,0,0,4
1466,James Brewer,BrewJa00,26,8,3,0,0,4
1467,Dezmon Briscoe,BrisDe00,25,2,3,0,0,4
1468,Anthony Brown,BrowAn02,16,10,1,0,0,4
1469,Jalil Brown,BrowJa00,49,6,5,0,0,4
1470,Jatavis Brown,BrowJa05,12,7,1,0,0,4
1471,Armonty Bryant,BryaAr00,36,4,4,0,0,4
1472,Deon Butler,ButlDe00,35,8,4,0,0,4
1473,De'Vondre Campbell,CampDe00,11,10,1,0,0,4
1474,Ibraheim Campbell,CampIb00,29,8,2,0,0,4
1475,Tommie Campbell,CampTo00,44,0,4,0,0,4
1476,Tank Carradine,CarrCo00,36,1,3,0,0,4
1477,Will Clarke,ClarWi00,35,0,3,0,0,4
1478,Sammie Coates,CoatSa00,21,5,2,0,0,4
1479,Landon Cohen,CoheLa99,40,9,6,0,0,4
1480,Kenneth Darby,DarbKe00,41,1,4,0,0,4
1481,Sean Davis,DaviSe00,16,8,1,0,0,4
1482,Darqueze Dennard,DennDa00,39,4,3,0,0,4
1483,Quandre Diggs,DiggQu00,28,8,2,0,0,4
1484,Tandon Doss,DossTa00,35,2,3,0,0,4
1485,Spencer Drango,DranSp00,16,9,1,0,0,4
1486,Jim Dray,DrayJi00,93,38,7,0,0,4
1487,Kevin Ellison,ElliKe98,13,9,1,0,0,4
1488,Clifton Geathers,GeatCl99,40,1,5,0,0,4
1489,Mike Gibson,GibsMi20,36,8,5,0,0,4
1490,Justin Gilbert,GilbJu00,35,3,3,0,0,4
1491,Crockett Gillmore,GillCr00,32,16,3,0,0,4
1492,Najee Goode,GoodNa00,48,1,5,0,0,4
1493,Hroniss Grasu,GrasHr00,8,8,1,0,0,4
1494,Jonte Green,GreeJo03,24,7,2,0,0,4
1495,Montario Hardesty,HardMo00,23,5,2,0,0,4
1496,Justin Hardy,HardJu00,25,4,2,0,0,4
1497,Derrick Henry,HenrDe00,15,1,1,0,0,4
1498,Hunter Henry,HenrHu00,15,10,1,0,0,4
1499,Stephen Hill,HillSt00,23,19,2,0,0,4
1500,Trindon Holliday,HollTr00,33,0,4,0,0,4
1501,Khaled Holmes,HolmKh00,17,9,3,0,0,4
1502,Michael Hoomanawanui,HoomMi00,73,47,6,0,0,4
1503,Marqueston Huff,HuffMa00,41,1,3,0,0,4
1504,Dante Hughes,HughDa99,53,2,5,0,0,4
1505,Margus Hunt,HuntMa00,44,0,4,0,0,4
1506,Chevis Jackson,JackCh99,33,3,3,0,0,4
1507,Dwayne Jarrett,JarrDw00,32,3,4,0,0,4
1508,Ryan Jensen,JensRy00,19,9,3,0,0,4
1509,Josh Johnson,JohnJo05,29,5,5,0,0,4
1510,Wesley Johnson,JohnWe00,27,9,3,0,0,4
1511,Karl Joseph,JoseKa00,12,9,1,0,0,4
1512,Deji Karim,KariDe00,33,0,4,0,0,4
1513,Hau'oli Kikaha,KikaHa00,15,11,1,0,0,4
1514,Nick Kwiatkoski,KwiaNi00,14,7,1,0,0,4
1515,Darron Lee,LeexDa00,13,9,1,0,0,4
1516,Pat Lee,LeexPa99,47,8,4,0,0,4
1517,Corey Lemonier,LemoCo00,51,3,4,0,0,4
1518,Travis Lewis,LewiTr00,42,4,4,0,0,4
1519,Trey Lewis,LewiTr99,18,7,3,0,0,4
1520,Craig Mager,MageCr00,21,10,2,0,0,4
1521,Ryan Mallett,MallRy00,19,8,4,0,0,4
1522,Cassius Marsh,MarsCa00,37,1,3,0,0,4
1523,Lorenzo Mauldin,MaulLo00,26,4,2,0,0,4
1524,Michael Mauti,MautMi00,47,2,4,0,0,4
1525,Anthony McCoy,McCoAn00,42,17,4,0,0,4
1526,Malcolm Mitchell,MitcMa01,14,6,1,0,0,4
1527,Mike Mohamed,MohaMi00,26,2,5,0,0,4
1528,Antwaun Molden,MoldAn99,51,2,5,0,0,4
1529,Damontre Moore,MoorDa01,49,0,4,0,0,4
1530,Sinorice Moss,MossSi00,37,2,4,0,0,4
1531,Keanu Neal,NealKe01,14,14,1,0,0,4
1532,Drake Nevis,NeviDr00,26,3,3,0,0,4
1533,Jonathan Newsome,NewsJo00,30,3,2,0,0,4
1534,Rakeem Nunez-Roches,NuneRa00,18,5,2,0,0,4
1535,Ben Patrick,PatrBe00,42,20,4,0,0,4
1536,Johnny Patrick,PatrJo00,37,5,3,0,0,4
1537,Cedric Peerman,PeerCe00,92,1,8,1,0,4
1538,Terrance Pennington,PennTe20,16,9,2,0,0,4
1539,Paul Perkins,PerkPa00,14,1,1,0,0,4
1540,Mitch Petrus,PetrMi20,27,4,3,0,0,4
1541,Jeremiah Poutasi,PoutJe00,12,8,2,0,0,4
1542,Brian Price,PricBr99,20,14,3,0,0,4
1543,Jordan Pugh,PughJo99,44,3,4,0,0,4
1544,Mistral Raymond,RaymMi00,32,10,3,0,0,4
1545,D.J. Reader,ReadD.00,16,7,1,0,0,4
1546,Javon Ringer,RingJa00,37,0,4,0,0,4
1547,Elandon Roberts,RobeEl00,13,5,1,0,0,4
1548,Justin Rogers,RogeJu00,43,8,5,0,0,4
1549,Evan Royster,RoysEv00,32,2,3,0,0,4
1550,Greg Salas,SalaGr00,29,3,6,0,0,4
1551,Anthony Sherman,SherAn00,92,30,6,0,0,4
1552,John Skelton,SkelJo00,20,17,3,0,0,4
1553,Matt Slater,SlatMa00,132,3,9,6,1,4
1554,Kolby Smith,SmitKo00,27,9,3,0,0,4
1555,R.J. Stanford,StanR.00,46,1,4,0,0,4
1556,Byron Stingily,StinBy00,20,9,3,0,0,4
1557,Devin Thomas,ThomDe02,55,11,4,0,0,4
1558,Shamarko Thomas,ThomSh00,48,2,4,0,0,4
1559,Morgan Trent,TrenMo99,36,3,3,0,0,4
1560,Adolphus Washington,WashAd00,15,11,1,0,0,4
1561,DeAndre Washington,WashDe00,14,2,1,0,0,4
1562,Chris Watt,WattCh00,17,8,2,0,0,4
1563,Joe Webb,WebbJo00,70,4,7,0,0,4
1564,Chris White,WhitCh03,51,0,4,0,0,4
1565,Jason Williams,WillJa95,60,4,6,0,0,4
1566,Jimmy Williams,WillJi23,27,7,2,0,0,4
1567,Karlos Williams,WillKa01,11,3,1,0,0,4
1568,Steve Williams,WillSt02,33,4,3,0,0,4
1569,Damien Wilson,WilsDa02,32,5,2,0,0,4
1570,Earl Wolff,WolfEa00,18,7,2,0,0,4
1571,Jerel Worthy,WortJe00,31,4,4,0,0,4
1572,Rodrique Wright,WrigRo99,14,9,2,0,0,4
1573,T.J. Yates,YateT.00,18,7,6,0,0,4
1574,Aundrae Allison,AlliAu00,26,0,2,0,0,3
1575,Willie Andrews,AndrWi20,30,0,2,0,0,3
1576,Arik Armstead,ArmsAr01,24,4,2,0,0,3
1577,Cameron Artis-Payne,ArtiCa00,10,3,2,0,0,3
1578,Christian Ballard,BallCh00,32,2,2,0,0,3
1579,Kevin Barnes,BarnKe99,31,3,4,0,0,3
1580,Josh Barrett,BarrJo99,25,7,4,0,0,3
1581,Bill Bentley,BentBi00,20,8,4,0,0,3
1582,Ahmad Black,BlacAh00,24,3,3,0,0,3
1583,Angelo Blackson,BlacAn00,29,2,2,0,0,3
1584,LaVon Brazill,BrazLa00,25,0,2,0,0,3
1585,Terrence Brooks,BrooTe00,34,0,3,0,0,3
1586,Arthur Brown,BrowAr00,48,0,4,0,0,3
1587,Colin Brown,BrowCo23,18,7,3,0,0,3
1588,Ryan Broyles,BroyRy00,21,6,3,0,0,3
1589,Prescott Burgess,BurgPr99,40,0,4,0,0,3
1590,Keenan Burton,BurtKe00,22,7,2,0,0,3
1591,Josh Bush,BushJo00,45,1,4,0,0,3
1592,Kevin Byard,ByarKe01,16,7,1,0,0,3
1593,Anthony Cannon,CannAn20,32,0,3,0,0,3
1594,Ka'Deem Carey,CareKa00,36,1,3,0,0,3
1595,Ryan Carrethers,CarrRy00,24,3,3,0,0,3
1596,Delone Carter,CartDe01,27,3,3,0,0,3
1597,Mike Catapano,CataMi00,29,3,3,0,0,3
1598,Kenny Clark,ClarKe01,16,2,1,0,0,3
1599,Jimmy Clausen,ClauJi00,22,14,4,0,0,3
1600,Keenan Clayton,ClayKe99,36,1,3,0,0,3
1601,David Clowney,ClowDa00,28,3,3,0,0,3
1602,Michael Coe,CoexMi99,38,1,5,0,0,3
1603,Corey Coleman,ColeCo00,10,10,1,0,0,3
1604,Jalen Collins,CollJa02,24,8,2,0,0,3
1605,Xavier Cooper,CoopXa00,27,2,2,0,0,3
1606,Will Davis,DaviWi99,21,3,2,0,0,3
1607,Pierre Desir,DesiPi00,24,7,3,0,0,3
1608,Jarett Dillard,DillJa00,21,5,2,0,0,3
1609,Kenneth Dixon,DixoKe00,12,0,1,0,0,3
1610,Andrew Donnal,DonnAn00,21,6,2,0,0,3
1611,Jamil Douglas,DougJa00,17,6,2,0,0,3
1612,Antone Exum,ExumAn00,26,2,2,0,0,3
1613,Terrence Fede,FedeTe00,34,0,3,0,0,3
1614,Jon Feliciano,FeliJo00,22,3,2,0,0,3
1615,Jerome Felton,FeltJe00,132,50,9,1,0,3
1616,Marquis Flowers,FlowMa00,32,1,2,0,0,3
1617,Isaiah Frey,FreyIs00,27,7,3,0,0,3
1618,Corey Fuller,FullCo00,28,2,2,0,0,3
1619,Andy Gallik,GallAn00,11,8,1,0,0,3
1620,Quinton Ganther,GantQu00,36,5,5,0,0,3
1621,Jimmy Garoppolo,GaroJi00,17,2,3,0,0,3
1622,Clyde Gates,GateCl00,32,4,3,0,0,3
